Datetime,Open,High,Low,Close,Volume,returns,rsi,atr,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,regime
2023-08-03 12:30:00-04:00,374.7349853515625,375.95001220703125,374.6400146484375,375.19500732421875,5408258,0.0012275928072866598,0.30668355848921836,0.5109023307037796,-2.001307131767021,-0.40144016426381457,-1.5998669675032064,33.17587371235882,0
2023-08-03 13:30:00-04:00,375.2001037597656,375.3599853515625,373.9100036621094,374.5899963378906,3910281,-0.0016260854295116122,0.287840029805853,0.5028244676960395,-1.9458973678582083,-0.2768243202840015,-1.6690730475742068,33.97219312507486,0
2023-08-03 14:30:00-04:00,374.6099853515625,374.9200134277344,373.3500061035156,373.9700012207031,4609991,-0.001708401152891761,0.27681130361965856,0.4976697759529932,-1.9297679910345664,-0.2085559547682876,-1.7212120362662788,34.899109329926,0
2023-08-03 15:30:00-04:00,373.9800109863281,374.55999755859375,373.69000244140625,373.7799987792969,4070649,-0.0005348205817304017,0.2797848863113128,0.4789822675051225,-1.9102962467860038,-0.15126736841577992,-1.759028878370224,35.75981723443063,0
2023-08-04 09:30:00-04:00,375.8912048339844,377.4700012207031,372.8800048828125,374.6700134277344,16367333,-0.003248789518204742,0.44474332189990384,0.531218219013697,-1.8022725293735107,-0.03459492080262927,-1.7676776085708814,34.59127236915467,0
2023-08-04 10:30:00-04:00,374.6400146484375,376.7149963378906,374.6099853515625,376.489990234375,6591472,0.004938008524459189,0.5365542770337518,0.5308263083194524,-1.5519165094536902,0.17260887929375301,-1.7245253887474432,33.50619499425557,0
2023-08-04 11:30:00-04:00,376.489990234375,377.6700134277344,376.0299987792969,377.6300048828125,5529993,0.0030280078568033393,0.6382411603608439,0.522442927958451,-1.24714163289525,0.38190700468175454,-1.6290486375770046,31.871805749558444,0
2023-08-04 12:30:00-04:00,377.6400146484375,378.1000061035156,376.25,376.6799011230469,4345844,-0.002542404110127045,0.5572481416378999,0.5214302710187696,-1.0699372103547375,0.44728914177781376,-1.5172263521325513,30.082254693711434,0
2023-08-04 13:30:00-04:00,376.6700134277344,377.1400146484375,373.3999938964844,373.614990234375,7459716,-0.008110608979882316,0.45655899478146045,0.5596597891642041,-1.1634031358327093,0.2830585730398736,-1.4464617088725829,29.73296797632521,0
2023-08-04 14:30:00-04:00,373.6199951171875,373.94000244140625,372.07000732421875,372.510009765625,9659710,-0.002970893865608955,0.4673148813803019,0.557082678926383,-1.3115198597303674,0.10795347931377242,-1.4194733390441399,29.890405319477317,0
2023-08-04 15:30:00-04:00,372.54998779296875,372.8599853515625,371.5299987792969,372.010009765625,8928552,-0.0014494109382277671,0.4284435104390332,0.543523013415429,-1.4525056706504529,-0.02642586528505042,-1.4260798053654025,30.220993918394047,0
2023-08-07 09:30:00-04:00,373.8800048828125,374.8500061035156,372.04998779296875,373.70001220703125,10401092,-0.0004814182984662852,0.5569898300394346,0.5567008598418249,-1.4115968585736596,0.011586357433394312,-1.4231832160070539,29.270867384250515,0
2023-08-07 10:30:00-04:00,373.6700134277344,374.1400146484375,371.6199951171875,372.125,6685881,-0.004134700062126263,0.4219533683002787,0.567495655005751,-1.489101220515181,-0.05273440360650161,-1.4363668169086794,28.56393537799638,0
2023-08-07 11:30:00-04:00,372.1000061035156,373.727294921875,371.510009765625,373.6296081542969,5725591,0.004110728367888619,0.46586761275861027,0.5672270877967804,-1.4128284750210582,0.01883067351009693,-1.4316591485311552,27.953989205473196,0
2023-08-07 12:30:00-04:00,373.6080017089844,374.05999755859375,372.8800964355469,373.69000244140625,2811293,0.00021948334095303474,0.45211573939217403,0.5491788347595428,-1.3321522386961533,0.07960552786800168,-1.411757766564155,27.16792933166382,0
2023-08-07 13:30:00-04:00,373.69000244140625,374.5400085449219,373.32501220703125,373.7699890136719,3773945,0.00021404525607603513,0.47300832151338235,0.533061591946408,-1.247382443916706,0.13150025811795918,-1.3788827020346652,26.11816853249518,0
2023-08-07 14:30:00-04:00,373.7799987792969,374.6400146484375,373.760009765625,374.1600036621094,2743761,0.0010166538714043891,0.5063503396503538,0.5112694324466152,-1.1356398983433564,0.19459424295304717,-1.3302341412964036,25.074962737186553,0
2023-08-07 15:30:00-04:00,374.1099853515625,375.2900085449219,373.95001220703125,375.19000244140625,3848345,0.0028868972551716983,0.5446203173438149,0.49895768278357944,-0.9529854098921646,0.3017989851233911,-1.2547843950155557,23.658108798230778,0
2023-08-08 09:30:00-04:00,372.42999267578125,372.6199951171875,369.42999267578125,370.42498779296875,13223640,-0.0053835752282119665,0.3921214311528732,0.5803473270327397,-1.1791349375064328,0.06051956600729835,-1.2396545035137312,24.349011324649375,0
2023-08-08 10:30:00-04:00,370.42999267578125,370.6600036621094,368.8599853515625,369.79998779296875,8387917,-0.0017007393981834284,0.3189938469566711,0.574572915699896,-1.3927377305089976,-0.12246658159621315,-1.2702711489127845,25.174865423809194,0
2023-08-08 11:30:00-04:00,369.81500244140625,370.2699890136719,368.82000732421875,369.9800109863281,5280779,0.0004461921334519658,0.2816788800498871,0.5612658264102502,-1.5298578665192508,-0.20766937408517294,-1.3221884924340779,25.955072699086735,0
2023-08-08 12:30:00-04:00,369.9800109863281,370.8999938964844,369.6400146484375,370.4150085449219,3813115,0.001175732595482907,0.31579202394753936,0.5448600383938809,-1.5851532348842738,-0.2103717939601566,-1.3747814409241172,26.221354015236365,0
2023-08-08 13:30:00-04:00,370.3800048828125,371.4775085449219,369.9200134277344,371.0150146484375,4307416,0.0017144817680584993,0.4105925515481228,0.5351084702171522,-1.5625476578540543,-0.15021297354394947,-1.4123346843101048,26.056767867073916,0
2023-08-08 14:30:00-04:00,371.04998779296875,371.8399963378906,370.67999267578125,371.54998779296875,3708999,0.0013475273317593538,0.4656399501933285,0.5184714717739314,-1.484354004402178,-0.05761545607365859,-1.4267385483285193,25.64568814790653,0
2023-08-08 15:30:00-04:00,371.54998779296875,372.45001220703125,371.0799865722656,371.94000244140625,4694442,0.0010496963026542204,0.4974744917056759,0.5072433808930452,-1.3750631757038718,0.041340298099718176,-1.41640347380359,24.83241767608295,0
2023-08-09 09:30:00-04:00,372.2900085449219,372.45001220703125,369.79998779296875,370.3999938964844,8746226,-0.005076726758863431,0.37964968358445506,0.5240735580161658,-1.396615906937427,0.01583005349293032,-1.4124459604303574,24.701425732749886,0
2023-08-09 10:30:00-04:00,370.3800048828125,370.5799865722656,367.19500732421875,367.69000244140625,8657610,-0.007262817662787605,0.3506235070162526,0.5559840511567942,-1.6137677536714818,-0.16105743459289945,-1.4527103190785824,25.584058071215114,0
2023-08-09 11:30:00-04:00,367.69000244140625,368.6000061035156,367.1400146484375,368.30999755859375,6414961,0.0016861897605886093,0.309475248931589,0.5437163311080702,-1.7160521512667515,-0.21067346575053514,-1.5053786855162163,26.42223077898327,0
2023-08-09 12:30:00-04:00,368.30999755859375,369.69500732421875,367.92999267578125,369.4801025390625,4209011,0.0031769568793271765,0.36032303399228055,0.5374021367784343,-1.6832916420943889,-0.14233036526253784,-1.540961276831851,26.401853242345894,0
2023-08-09 13:30:00-04:00,369.5,370.65789794921875,369.3800964355469,370.6050109863281,5019855,0.0029905574731478347,0.4018005597869931,0.5221293034131655,-1.5487054793757693,-0.0061953620351344885,-1.5425101173406348,25.7379116271032,0
2023-08-09 14:30:00-04:00,370.6099853515625,370.9700012207031,369.135009765625,369.6000061035156,6038331,-0.002725180885476692,0.3637182831396728,0.5216155828495149,-1.5057827444858845,0.029381898283800556,-1.535164642769685,25.032517278382088,0
2023-08-09 15:30:00-04:00,369.57501220703125,369.739501953125,367.5799865722656,367.8800048828125,8981826,-0.004586368851336811,0.29018429627553344,0.5285516425810012,-1.5922019784089798,-0.04562986851143558,-1.5465721098975442,25.061177926111192,0
2023-08-10 09:30:00-04:00,370.9700012207031,374.3599853515625,370.3214111328125,373.3450012207031,18420894,0.006402134922459751,0.5805742079672324,0.6075890334269765,-1.2058104797031888,0.27260930415548446,-1.4784197838586732,23.84543520541121,0
2023-08-10 10:30:00-04:00,373.3399963378906,373.8699951171875,370.05999755859375,370.9150085449219,9921733,-0.0064953870915400655,0.527980419756074,0.6412566507711215,-1.0831862371362035,0.3161868373779757,-1.3993730745141792,22.593055862237748,0
2023-08-10 11:30:00-04:00,370.9100036621094,371.6199951171875,368.4700012207031,369.4100036621094,7622394,-0.004044107695101332,0.48658806295955886,0.6587863398345878,-1.0948264794846523,0.24363727602362184,-1.3384637555082741,21.248749770349075,0
