lr_bull,entropy_coef_bull,lr_bear,entropy_coef_bear,lr_sideways,entropy_coef_sideways,seed,final_value
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,42,108116.00197946568
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,43,117810.49125443639
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,44,108278.29880629927
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,42,106676.22880504171
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,43,111227.00652612407
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,44,110646.86144527649
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,42,97510.28254273308
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,43,103896.74096975916
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,44,130129.85021491734
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,42,119250.20171260611
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,43,96541.82487668098
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,44,81951.56318120826
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,42,93441.59689541339
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,43,83086.4010421528
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,44,109829.37588711585
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,42,83778.60820717737
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,43,80627.96428923943
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,44,126307.60733652404
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,42,76203.95962870413
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,43,96399.37141824601
