lr_bull,entropy_coef_bull,lr_bear,entropy_coef_bear,lr_sideways,entropy_coef_sideways,lcb_score,mean_score,std_dev_score
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,100459.81180447046,104975.24974140046,4515.437936930003
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,103325.91152234214,110463.225142902,7137.313620559861
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,117168.13096260655,124901.63842089912,7733.507458292569
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,105791.68053941164,112572.1445685799,6780.464029168252
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,92952.81129538131,104307.6934325366,11354.882137155297
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,102319.29451545175,109744.11078938628,7424.816273934527
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,98990.83975795229,105656.56904204808,6665.72928409579
9.876829861079054e-05,0.06832629134230998,0.0006813924975719216,0.010892895223970904,9.794529426654057e-06,0.023283592998597863,103347.67588184643,112618.04647436699,9270.37059252056
7.476895754268588e-05,0.07515429937886349,9.157654530766864e-05,0.07977284088958812,3.6762570355927553e-06,0.04334182392266679,98014.25345711705,107912.78234133158,9898.528884214527
1.0459590919027703e-05,0.0340795982010828,0.00023908042155386614,0.08693692898411816,3.4324770611691697e-06,0.045674791685725594,104948.39990450512,110130.75993120769,5182.36002670257
1.785254800853214e-05,0.050884808798735554,6.071035237665628e-05,0.04826838551346957,3.4390312155222706e-06,0.0,105251.43699716036,116936.62200271913,11685.185005558777
3.0043151980908212e-05,0.0695481989254027,0.00015017776557091296,0.06420641434607258,7.564112173339008e-06,0.00822585760866323,104033.68678060635,106014.61734980649,1980.9305692001337
0.00038158069251690766,0.09796940335601478,4.426551762939155e-05,0.045512620490207205,3.283462279280318e-05,0.0002586509655422287,96743.57325151467,106031.23161669738,9287.658365182708
1.2971179704336921e-05,0.0992400614608564,0.0001005326241831366,0.019281189517043426,3.936623831269063e-05,0.010966648465333066,112051.6332544114,119267.47379303009,7215.840538618686
1e-05,0.01651687163503448,2.2692669708620207e-05,0.07565938420876762,6.6641010897609374e-06,0.0,100117.08925402444,111014.5703534751,10897.481099450648
2.0715424852589572e-05,0.1,9.381662418117908e-05,0.09566627101549087,9.875749634626119e-05,0.0,100824.58505899308,105082.22251277087,4257.637453777794
1.8806828430544984e-05,0.013917053697314434,0.00043681690456008024,0.06345889958289203,2.201191184912954e-06,0.012994559781900276,89133.9846352839,103949.71649600861,14815.731860724714
4.149235202592587e-05,0.08487796046834353,9.455523070651869e-05,0.07216362391954553,1.2655688436854163e-05,0.00974787175388194,95118.51656549223,106240.2801461614,11121.763580669163
2.749930951776679e-05,0.06937325674827936,0.0001603736740179448,0.07987209289211121,8.453218460346005e-06,0.008563328136832981,103916.37268550851,113145.76681655897,9229.394131050465
0.00016026616853153565,0.06964581068083868,0.00025093875170299556,0.0015987079381713555,1.2912779352339365e-06,0.007938761848529215,104256.92003117659,107687.18789759146,3430.267866414864
0.0001969874020722789,0.09925851586097016,0.00010143088047924713,0.05269807847528497,7.988028527958269e-05,0.0109714165421817,115589.44431178606,126321.02089187712,10731.576580091054
0.0008898130248503203,0.1,9.8284845116612e-05,0.08880132186209198,3.053448943727853e-05,0.011370927499568898,93265.8974304311,107072.44024841569,13806.542817984597
0.0002549496053863955,0.09911510085093152,1.0012250357830536e-05,0.03536757679037247,1.1501306328776227e-05,0.010895787073389479,104340.88947666067,109326.33937828914,4985.449901628461
0.00025689378153528637,0.0991322428611179,0.0002068349906629879,0.034712097363160034,1.1383749962500326e-05,0.01090692645281575,99239.08176759134,110576.02662103598,11336.944853444647
0.00020628305858416514,0.09936468535728589,0.000224467290655543,0.033356126514806315,7.949459329364194e-05,0.039828127332643744,102426.7993350476,106572.76921283141,4145.969877783805
0.0002028618505427026,0.0992970297244648,9.507016769366429e-05,0.06404799719027303,7.964563179463436e-05,0.008579810116730474,105520.0615546867,112815.84285997068,7295.781305283973
3.9226116918631644e-05,0.0691076687808685,0.00019464515460925313,0.09077636034611987,7.283691837001004e-06,0.009263481540910301,119654.23200364839,126950.54274954349,7296.310745895103
4.875983595481928e-05,0.06885784563153617,0.00014624499849080321,0.08215013097978793,7.062521105319634e-06,0.010088801252718155,99370.69069270122,106914.94913402764,7544.258441326424
3.271789870004808e-05,0.06946396616595384,0.00027499765645825583,0.049411924222834774,7.517135461163732e-06,0.008565366235472119,100487.55372315085,110382.20361256751,9894.649889416663
1.5187129800221363e-05,0.06922163968500203,0.00018857915633953845,0.08838932679383883,7.39849491484712e-06,0.037661805798420406,97567.06710983737,105987.39053956656,8420.323429729195
3.658854693524647e-05,0.06265594230597088,0.0001869754061609525,0.07126766439335976,7.358430895831104e-06,0.008985686151174647,98711.12030724705,99394.51333388923,683.3930266421746
3.6605915721604636e-05,0.06920548609336392,0.00018694551340661897,0.05389699092106394,7.353567077197922e-06,0.008981532497897992,95530.03017028244,101790.24611459406,6260.215944311632
1.1286992843584222e-05,0.06938721179428498,0.0003100795747489137,0.04367995636111862,6.83523505846577e-05,0.008524482371381573,111875.99224785235,116629.44400420698,4753.451756354631
6.760607285681753e-05,0.0694071493128754,0.0003892863452996987,0.05559389527756027,7.028198525737803e-05,0.008265749142826611,102548.05384278101,106878.21686858796,4330.16302580695
0.00024291674816386973,0.06940457408608842,0.00048350437287229115,0.06668222311813371,5.929327548364571e-06,0.008403276677744017,103761.17839022174,111122.90248216635,7361.724091944602
3.187066895331356e-05,0.06940529668179926,8.897916749483766e-05,0.07848062055280211,6.527473177903056e-05,0.008389618155258858,105246.12180084932,115812.64171446177,10566.519913612456
8.107959501497865e-05,0.06932078667715534,0.0001957314400596908,0.029348789898574663,8.189163433072804e-06,0.007554899789506655,93775.32287191488,107205.20653178701,13429.883659872145
3.923550020200366e-05,0.06910871599832692,0.00019371124737219353,0.09121280368255573,5.821267810939376e-06,0.00946435209935487,105728.97816184598,111893.73651158577,6164.75834973978
7.484302272936895e-05,0.06928946776829635,4.6420577925501874e-05,0.1,6.854891459204866e-05,0.009010815352855722,90610.12205891004,96310.40499542335,5700.282936513311
3.948176898675385e-05,0.0690555681434968,0.00020133177887079977,0.09379804232215389,6.419744230721676e-06,0.0554959307703943,97548.05842597192,106732.69024789585,9184.631821923935
3.108043009122107e-05,0.06943741999756207,0.00014889493545746678,0.06378691134103341,2.5030597715029865e-06,0.008433783351080542,106225.38879553591,117771.38345727471,11545.994661738805
0.00019500996841621156,0.09924451706168673,9.898027509028562e-05,0.07960909241054107,2.159137234610696e-05,0.01131738882231717,101723.75663590114,105524.20092212537,3800.4442862242277
3.921904976214087e-05,0.04535698301603161,8.122606650684904e-05,0.09048005029164757,3.8079787772396847e-06,0.013114512206479943,101436.03491729617,110352.92189101696,8916.88697372079
4.716922467240718e-05,0.0855235157059262,0.000289537016250004,0.09053395536930853,2.518316250274327e-06,0.009085838666161193,93135.0039139196,102652.00924268695,9517.005328767355
6.958750380891838e-05,0.06910682407669981,0.0007538123268398773,0.08965656516835924,4.655931634349449e-06,0.008735804545251618,101052.36085645741,108566.2517912534,7513.890934795984
1.3685514690328294e-05,0.07132792744148289,0.0006924414572119248,0.005501436976304954,4.767752249742021e-06,0.007175595633399025,102676.3570970059,108296.43007047779,5620.07297347189
9.661937110071815e-05,0.09945777125557528,0.00013543895353522676,0.05276785692500015,2.560943028211249e-05,0.010917565536656643,108510.41790139652,115925.9543473685,7415.536445971993
1.666708189377647e-05,0.06949184750210807,0.0002273556733886267,0.06251719098995721,2.5697938258083196e-06,0.008351886815999533,100966.2977426606,105247.03866680135,4280.740924140753
4.073947723554157e-05,0.06721305305772078,0.0001965415562972783,0.02579639592885005,9.232128544452413e-06,0.0025401426884740295,96608.76765720107,103526.2230998148,6917.455442613731
6.621399498994152e-05,0.0691061674170687,0.00019494030212558806,0.09053215348609767,2.3452303683373504e-06,0.009151110609772398,105223.54791771967,112050.35001041421,6826.8020926945455
