lr_bull,entropy_coef_bull,lr_bear,entropy_coef_bear,lr_sideways,entropy_coef_sideways,seed,final_value
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,42,101120.4079109143
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,43,100689.12880694338
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,44,103747.25281848427
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,42,108924.87151175179
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,43,90396.4567605443
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,44,108088.49723304354
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,42,98568.3815744693
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,43,94173.30574708742
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,44,110646.15790173213
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,42,98812.3118803007
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,43,100197.93438815523
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,44,90129.7870832792
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,42,102101.65983439356
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,43,95812.83155698025
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,44,104660.52596145852
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,42,101391.39796344611
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,43,92263.41300379747
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,44,96434.15061434849
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,42,102608.22868896335
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,43,89391.02839029668
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,44,94855.91338792085
9.876829861079054e-05,0.06832629134230998,0.0006813924975719216,0.010892895223970904,9.794529426654057e-06,0.023283592998597863,42,98069.16901939877
9.876829861079054e-05,0.06832629134230998,0.0006813924975719216,0.010892895223970904,9.794529426654057e-06,0.023283592998597863,43,112428.1471894866
9.876829861079054e-05,0.06832629134230998,0.0006813924975719216,0.010892895223970904,9.794529426654057e-06,0.023283592998597863,44,101627.07867701582
7.476895754268588e-05,0.07515429937886349,9.157654530766864e-05,0.07977284088958812,3.6762570355927553e-06,0.04334182392266679,42,111608.59526483457
7.476895754268588e-05,0.07515429937886349,9.157654530766864e-05,0.07977284088958812,3.6762570355927553e-06,0.04334182392266679,43,94340.96599257561
7.476895754268588e-05,0.07515429937886349,9.157654530766864e-05,0.07977284088958812,3.6762570355927553e-06,0.04334182392266679,44,109988.48817598063
1.0459590919027703e-05,0.0340795982010828,0.00023908042155386614,0.08693692898411816,3.4324770611691697e-06,0.045674791685725594,42,106429.3921800254
1.0459590919027703e-05,0.0340795982010828,0.00023908042155386614,0.08693692898411816,3.4324770611691697e-06,0.045674791685725594,43,94822.4446365031
1.0459590919027703e-05,0.0340795982010828,0.00023908042155386614,0.08693692898411816,3.4324770611691697e-06,0.045674791685725594,44,110581.69661954627
0.0002613349770050071,0.037162228014343754,0.00016150476880025157,0.079146572711979,8.276215034577508e-06,0.09261118932752456,42,101814.49208893752
0.0002613349770050071,0.037162228014343754,0.00016150476880025157,0.079146572711979,8.276215034577508e-06,0.09261118932752456,43,101474.95702217882
0.0002613349770050071,0.037162228014343754,0.00016150476880025157,0.079146572711979,8.276215034577508e-06,0.09261118932752456,44,104359.37358703848
0.0008135596875964875,0.04487182316830133,0.0005438565955280205,0.07811679206621402,3.7836726619726276e-05,0.1,42,102166.60181458811
0.0008135596875964875,0.04487182316830133,0.0005438565955280205,0.07811679206621402,3.7836726619726276e-05,0.1,43,95518.49426547706
0.0008135596875964875,0.04487182316830133,0.0005438565955280205,0.07811679206621402,3.7836726619726276e-05,0.1,44,103525.59878892364
0.0008083527249332753,0.05038525385752675,0.00016252940988081835,0.07886621235374108,8.209676970966884e-06,0.09205959597550895,42,98619.7777586863
0.0008083527249332753,0.05038525385752675,0.00016252940988081835,0.07886621235374108,8.209676970966884e-06,0.09205959597550895,43,97086.96264104957
0.0008083527249332753,0.05038525385752675,0.00016252940988081835,0.07886621235374108,8.209676970966884e-06,0.09205959597550895,44,101033.31672709917
0.0002552707470175472,0.1,1.631257821580439e-05,0.08144303703936999,1e-06,0.013880545629161054,42,107430.58274578289
0.0002552707470175472,0.1,1.631257821580439e-05,0.08144303703936999,1e-06,0.013880545629161054,43,103268.48188077623
0.0002552707470175472,0.1,1.631257821580439e-05,0.08144303703936999,1e-06,0.013880545629161054,44,105958.8464710344
0.00029529925159233974,0.0905480022931174,1e-05,0.0901597842825618,1e-06,0.0,42,101722.03693413771
0.00029529925159233974,0.0905480022931174,1e-05,0.0901597842825618,1e-06,0.0,43,100282.7925426384
0.00029529925159233974,0.0905480022931174,1e-05,0.0901597842825618,1e-06,0.0,44,93951.04830736684
1e-05,0.1,0.001,0.0,0.0001,0.0,42,109039.41355354757
1e-05,0.1,0.001,0.0,0.0001,0.0,43,103306.94665285737
1e-05,0.1,0.001,0.0,0.0001,0.0,44,98567.36893543522
1e-05,0.1,0.001,0.0,1e-06,0.0,42,96580.98635242225
1e-05,0.1,0.001,0.0,1e-06,0.0,43,106147.83101426644
1e-05,0.1,0.001,0.0,1e-06,0.0,44,108162.81808776195
0.0002578192172626522,0.06236992059364761,2.09757168955774e-05,0.07923644258254145,1e-06,0.0,42,103370.39870644528
0.0002578192172626522,0.06236992059364761,2.09757168955774e-05,0.07923644258254145,1e-06,0.0,43,87435.19609861588
0.0002578192172626522,0.06236992059364761,2.09757168955774e-05,0.07923644258254145,1e-06,0.0,44,86293.314201395
0.00025393643366705107,0.1,0.00017674233794789265,0.044435185467178395,1e-06,0.014724442728667103,42,109126.93746461769
0.00025393643366705107,0.1,0.00017674233794789265,0.044435185467178395,1e-06,0.014724442728667103,43,100052.30656082001
0.00025393643366705107,0.1,0.00017674233794789265,0.044435185467178395,1e-06,0.014724442728667103,44,91924.94282269887
0.00025122058408236957,0.1,0.0003116745168078242,0.08127551596850918,1.0579403662874887e-06,0.014556350496545988,42,88947.43490256889
0.00025122058408236957,0.1,0.0003116745168078242,0.08127551596850918,1.0579403662874887e-06,0.014556350496545988,43,110355.95729101171
0.00025122058408236957,0.1,0.0003116745168078242,0.08127551596850918,1.0579403662874887e-06,0.014556350496545988,44,104579.19209389592
0.0002544468587957177,0.1,1.594885119287994e-05,0.04721423918980726,1e-06,0.014185738266631026,42,99417.49255493269
0.0002544468587957177,0.1,1.594885119287994e-05,0.04721423918980726,1e-06,0.014185738266631026,43,98572.90773086026
0.0002544468587957177,0.1,1.594885119287994e-05,0.04721423918980726,1e-06,0.014185738266631026,44,107513.79633225632
0.00026099436038259656,0.036745927953144984,0.0004401300350075859,0.0816752891231393,1.041024471151421e-05,0.1,42,103320.94314937115
0.00026099436038259656,0.036745927953144984,0.0004401300350075859,0.0816752891231393,1.041024471151421e-05,0.1,43,111181.00569839883
0.00026099436038259656,0.036745927953144984,0.0004401300350075859,0.0816752891231393,1.041024471151421e-05,0.1,44,108305.83416979678
0.0002608245359468365,0.036376951343476606,0.0004710345401633186,0.08240355208090716,5.672860907338762e-06,0.1,42,89374.30784972756
