lr_bull,entropy_coef_bull,lr_bear,entropy_coef_bear,lr_sideways,entropy_coef_sideways,final_portfolio_value
0.000567902438926795,0.07044585735780871,8.010558875460657e-05,0.049761077400435616,3.6921121691257723e-06,0.047649525175428926,102729.59539584046
8.902315829883554e-05,0.00903432215174844,5.892399970952098e-05,0.05965958215327788,3.647551386738868e-06,0.09636382214032874,79613.52778720575
9.856609938784952e-05,0.054387258414773924,9.009651535711809e-05,0.03340597459188072,3.7205702387089554e-06,0.09952949026860347,98361.11075427369
0.00042758882160708777,0.030919147785477403,8.269324082663446e-05,0.007209391159375216,3.707109543598399e-06,0.09496442479686597,134799.96718940415
0.0009598709299051884,0.05735768615415239,9.402535688363339e-05,0.08882678630231848,3.7253767719675916e-06,0.07662574534181812,142653.16856699693
0.0005879822753544742,0.05489794748742254,9.465561544477244e-05,0.03870536811400524,3.700110199021959e-06,0.09773179307047238,105012.5888513493
0.0006799506619773026,0.02274678354206207,9.432463038851026e-05,0.05617541920099779,3.708088142170438e-06,0.0943899804651837,122461.75207757388
0.00032863441420493376,0.029129838807138948,9.440721866428943e-05,0.03846492063286777,3.7038601262452726e-06,0.05355173011632594,113291.93691077005
0.0001733130638022817,0.0035800903747839063,9.430438109953525e-05,0.06892698095709962,3.705399442194889e-06,0.07135721393568877,91526.91858981916
0.00033227782382977774,0.026287844281896067,0.00010246640056094415,0.01767854114957348,3.7577271060019515e-06,0.04600445330203205,113549.13053563448
