lr_bull,entropy_coef_bull,lr_bear,entropy_coef_bear,lr_sideways,entropy_coef_sideways,lcb_score,mean_score,std_dev_score
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,106869.3406678345,111401.59734673379,4532.256678899287
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,107494.26722782268,109516.69892548076,2022.4316976580706
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,96397.68467484816,110512.29124246986,14114.606567621693
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,83901.00490601384,99247.86325683178,15346.85835081795
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,84442.48223768902,95452.45794156067,11009.975703871653
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,76074.00113961908,96904.72661098029,20830.725471361202
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,80424.10945040104,93235.41975948906,12811.310309088012
9.876829861079054e-05,0.06832629134230998,0.0006813924975719216,0.010892895223970904,9.794529426654057e-06,0.023283592998597863,94146.47392960326,99466.78500576883,5320.311076165573
7.476895754268588e-05,0.07515429937886349,9.157654530766864e-05,0.07977284088958812,3.6762570355927553e-06,0.04334182392266679,82287.8371779211,99759.81828323186,17471.98110531075
1.0459590919027703e-05,0.0340795982010828,0.00023908042155386614,0.08693692898411816,3.4324770611691697e-06,0.045674791685725594,98350.66285407214,110176.72347635044,11826.0606222783
0.00018119434933480864,0.058809354106326144,0.00024935389202923743,0.04333120898483755,7.198838686161551e-06,0.05668472385698419,90850.14826540647,97371.58074763678,6521.432482230303
0.00012737543803799674,0.0579526152655484,1.7384591558999443e-05,0.035792902950739724,1.7978190511927956e-05,0.06966803097229464,98175.27422588623,107824.58523214125,9649.311006255028
6.670845364131494e-05,0.08790726663040109,4.752803421311469e-05,0.04019129602239302,3.816105177854278e-05,0.0301155326594201,99892.86433223975,107488.3029372606,7595.438605020848
6.636068083751817e-05,0.05692990815310404,7.139205554884846e-05,0.04009798768903203,1.2260292482640912e-05,0.026257179989145618,90426.84728613679,105443.27314390817,15016.425857771374
6.639781506746542e-05,0.09357761618690785,1.9165287095972765e-05,0.040095234404425,1.9096213667671526e-05,0.04374210117179606,102528.60208938445,110720.87469008741,8192.272600702956
0.0003043140575157648,0.06724651399352369,0.00027057584006906016,0.0709552149828505,1.623613117907141e-05,0.09118377019511409,85585.91944571413,90746.7434260506,5160.823980336469
6.610852946281396e-05,0.06376877353656181,3.2978278230484017e-05,0.04666069817590999,1.7918768819132174e-05,0.023023901162852228,85102.20989701833,96630.44364562283,11528.233748604507
6.711601794270456e-05,0.023094057701884312,2.2395767171703017e-05,0.04031816969476472,5.311824287897292e-05,0.025839223342141334,76789.39774970483,98968.22951998217,22178.831770277335
6.962342282672793e-05,0.04835599412790606,1.8693746844783237e-05,0.0007422842008685932,1.2276376500879297e-05,0.05619594964785945,119589.33803552463,121070.64584109583,1481.307805571202
6.989375879990739e-05,0.038627571027259666,1.8669915927785243e-05,0.022247139259160702,2.1829166421310767e-05,0.0306810440219792,80726.34849961966,85939.30759499715,5212.959095377488
5.0217733559334584e-05,0.04802341564764162,1.1787147926406742e-05,0.07172080914395744,1.038533348795665e-05,0.01619578560396401,91061.60184453339,97670.65719419875,6609.055349665357
3.393026407523188e-05,0.022806045983222813,1.7003995631808704e-05,7.803531008522389e-05,1.1935712006269974e-05,0.09665272575296315,95643.48515333842,107632.86114816273,11989.37599482431
7.223156764330979e-05,0.0554953929279016,1.8701170827385562e-05,0.0007529351631320779,1.2278410598343181e-05,0.002134295322461855,87456.61932634395,101362.38378944685,13905.7644631029
1.481054287388484e-05,0.061806954253487215,1.8695457854725233e-05,0.00074282868631844,1.227668841188338e-05,0.05636504133092166,87955.48904011319,101091.57918820994,13136.090148096762
0.0003595318585298081,0.048331744035934064,1.3592869010306106e-05,0.003393744158212371,1.2288117735833029e-05,0.05670599463746831,108443.88075412395,113097.68071063688,4653.799956512928
6.717602397919341e-05,0.04835426635161574,1.807060063393176e-05,0.0015062231373966827,1.2274920867794446e-05,0.0560456424154161,79735.41718534076,102822.06809499208,23086.650909651322
0.0008960010799476272,0.04153157598160422,1.0484489143538966e-05,0.0691434546300044,7.210541625387858e-06,0.06983992796557535,74020.76590037567,93504.57977473125,19483.81387435558
0.0002171363219491156,0.04640783498253558,0.0005277245208428108,0.06558259569256948,1.3228363530815684e-05,0.08946762484317576,88531.4638411647,97806.92040568528,9275.45656452057
3.428610619662825e-05,0.04932012667510064,1.8352160848723785e-05,0.08159877234084116,1.28215641742265e-05,0.080612455793246,85570.67075543149,104567.32958454029,18996.658829108794
0.0009001947344416671,0.050037941946137435,1.0648809192244483e-05,0.012422069186035216,2.756053920204051e-05,0.0936977159585902,84018.56942910644,92759.18164340708,8740.612214300641
6.842894820587297e-05,0.07440791598819747,1.0548194279870704e-05,0.04723264826780743,1.8116889101351666e-05,0.07456607187795296,88204.08423226193,108241.87165284729,20037.787420585362
0.000668106036505421,0.056404393749135195,1.2462956581319447e-05,0.03661868264892245,1.557763342902829e-05,0.01219099630900379,96718.31736785933,110326.25069482742,13607.933326968088
